"","regpro","mrp_E_apl","mrp_E_apl_se","ua_E_apl","ua_E_apl_se","rake_E_apl","rake_E_apl_se","rake1_E_apl","rake1_E_apl_se","post_E_apl","post_E_apl_se","n_sample","n_full"
"1","AB",0.313441905445098,0.00458264527367007,0.279780006470398,0.00361082482728578,0.300016177435598,0.00443651245630341,NA,NA,0.308510297602736,0.00483457159643884,15455,NA
