"","regpro","mrp_G_cbs","mrp_G_cbs_se","mrp_G_abc","mrp_G_abc_se","mrp_G_apl","mrp_G_apl_se","ua_G_cbs","ua_G_cbs_se","ua_G_abc","ua_G_abc_se","ua_G_apl","ua_G_apl_se","rake_G_cbs","rake_G_cbs_se","rake_G_abc","rake_G_abc_se","rake_G_apl","rake_G_apl_se","post_G_cbs","post_G_cbs_se","post_G_abc","post_G_abc_se","post_G_apl","post_G_apl_se","n_sample","n_full"
"1","AB",0.360781226568962,0.00454300328837101,0.119015903058541,0.0179158722736641,0.307510329105361,0.00619844985406929,0.334432989690722,0.00428459301773319,0.0988274706867672,0.0122139361957701,0.262958435207824,0.00486757768689977,0.334566688184272,0.00428701845579741,0.116873417229483,0.0170576931303795,0.291081268666801,0.00593309638698552,0.359910643422249,0.00454812367983022,0.118867818767056,0.0176550326850264,0.303638593544797,0.00645018131034571,8180,NA
